R_hidden_grid_Ohm,RMSE_R_hidden,L_grid_H,L_grid_mH,RMSE_L,C_grid_F,C_grid_nF,RMSE_C
18.61832645151697,0.15359187682685915,0.00899974636649116,8.99974636649116,0.059168608931412715,1.407214243788049e-07,140.7214243788049,0.09470317522795318
19.074963220673464,0.15160916536389132,0.009025545926070208,9.025545926070208,0.05875591358277807,1.4112483027764523e-07,141.12483027764523,0.09370967014979585
19.531599989829957,0.14963628957033917,0.009051345485649256,9.051345485649255,0.05834381440027487,1.4152823617648557e-07,141.52823617648556,0.09272336173134872
19.988236758986446,0.14767317938259333,0.009077145045228304,9.077145045228304,0.05793231293155217,1.419316420753259e-07,141.9316420753259,0.0917442111097688
20.44487352814294,0.14571976554383528,0.00910294460480735,9.10294460480735,0.05752141062832544,1.4233504797416626e-07,142.33504797416626,0.0907721788857184
20.90151029729943,0.1437759796004201,0.009128744164386398,9.128744164386397,0.05711110884635016,1.427384538730066e-07,142.7384538730066,0.08980722514354288
21.358147066455924,0.14184175389873505,0.009154543723965446,9.154543723965446,0.05670140884547799,1.4314185977184693e-07,143.14185977184692,0.08884930947141388
21.814783835612417,0.13991702158255967,0.009180343283544494,9.180343283544493,0.05629231178979751,1.4354526567068727e-07,143.54526567068726,0.08789839098143289
22.271420604768906,0.13800171659095403,0.009206142843123542,9.206142843123542,0.05588381874786229,1.439486715695276e-07,143.9486715695276,0.08695442832968626
22.7280573739254,0.13609577365670583,0.00923194240270259,9.23194240270259,0.05547593069300812,1.4435207746836794e-07,144.35207746836792,0.08601737973624746
23.18469414308189,0.13419912830536926,0.009257741962281638,9.257741962281639,0.05506864850376249,1.447554833672083e-07,144.75548336720829,0.08508720300511857
23.641330912238384,0.13231171685493268,0.009283541521860686,9.283541521860686,0.05466197296434838,1.4515888926604863e-07,145.15888926604862,0.08416385554410691
24.097967681394877,0.1304334764161547,0.009309341081439732,9.309341081439733,0.05425590476528574,1.4556229516488897e-07,145.56229516488898,0.0832472943846298
24.554604450551366,0.12856434489361498,0.00933514064101878,9.33514064101878,0.05385044450409258,1.459657010637293e-07,145.9657010637293,0.08233747620144403
25.01124121970786,0.1267042609875256,0.009360940200597828,9.360940200597827,0.053445592686089845,1.4636910696256964e-07,146.36910696256965,0.08143435733229426
25.467877988864352,0.12485316419636014,0.009386739760176876,9.386739760176877,0.05304134972531179,1.4677251286140997e-07,146.77251286140998,0.08053789379747622
25.924514758020845,0.12301099482035906,0.009412539319755924,9.412539319755924,0.05263771594552625,1.4717591876025033e-07,147.17591876025034,0.07964804131931125
26.381151527177337,0.12117769396597676,0.009438338879334972,9.438338879334973,0.052234691581367454,1.4757932465909067e-07,147.57932465909067,0.07876475534152842
26.837788296333827,0.11935320355134375,0.00946413843891402,9.46413843891402,0.05183227677958541,1.47982730557931e-07,147.982730557931,0.07788799104855061
27.29442506549032,0.11753746631282525,0.009489937998493066,9.489937998493067,0.05143047160041503,1.4838613645677134e-07,148.38613645677134,0.07701770338468299
27.751061834646812,0.11573042581276417,0.009515737558072114,9.515737558072114,0.05102927601906954,1.4878954235561167e-07,148.78954235561167,0.0761538470732005
28.2076986038033,0.11393202644850908,0.009541537117651162,9.541537117651162,0.05062868992736187,1.49192948254452e-07,149.192948254452,0.07529637663533369
28.664335372959798,0.1121422134628358,0.00956733667723021,9.56733667723021,0.050228713135458326,1.4959635415329234e-07,149.59635415329234,0.07444524640915036
29.120972142116287,0.110360932955886,0.009593136236809258,9.593136236809258,0.04982934537376924,1.499997600521327e-07,149.9997600521327,0.07360041056833345
29.57760891127278,0.10858813189875771,0.009618935796388306,9.618935796388307,0.04943058629498141,1.5040316595097304e-07,150.40316595097303,0.07276182314085416
30.034245680429272,0.10682375814889988,0.009644735355967354,9.644735355967354,0.049032435476237216,1.5080657184981337e-07,150.80657184981337,0.07192943802754012
30.49088244958576,0.10506776046747883,0.009670534915546402,9.670534915546403,0.048634892421465764,1.512099777486537e-07,151.2099777486537,0.0711032090205406
30.947519218742258,0.10332008853890569,0.009696334475125449,9.696334475125449,0.04823795656387206,1.5161338364749404e-07,151.61338364749403,0.07028308982168882
31.404155987898747,0.10158069299273575,0.009722134034704497,9.722134034704496,0.04784162726858927,1.5201678954633438e-07,152.01678954633437,0.06946903406076411
31.86079275705524,0.09984952542817428,0.009747933594283545,9.747933594283545,0.04744590383550158,1.5242019544517474e-07,152.42019544517473,0.06866099531365578
32.31742952621173,0.09812653844145422,0.009773733153862593,9.773733153862592,0.047050785502243196,1.5282360134401507e-07,152.82360134401506,0.06785892712043248
32.77406629536822,0.0964116856563823,0.00979953271344164,9.799532713441641,0.04665627144738136,1.532270072428554e-07,153.22700724285542,0.06706278300332007
33.23070306452472,0.0947049217583874,0.009825332273020689,9.825332273020688,0.04626236079379015,1.5363041314169574e-07,153.63041314169575,0.06627251648459319
33.68733983368121,0.09300620253244739,0.009851131832599737,9.851131832599737,0.0458690526122238,1.5403381904053608e-07,154.0338190405361,0.06548808110438531
34.1439766028377,0.0913154849053182,0.009876931392178784,9.876931392178784,0.04547634592509732,1.5443722493937641e-07,154.43722493937642,0.06470943043842345
34.60061337199419,0.0896327269925455,0.00990273095175783,9.90273095175783,0.04508423971048358,1.5484063083821675e-07,154.84063083821675,0.06393651811569384
35.05725014115069,0.08795788815080179,0.009928530511336879,9.928530511336879,0.04469273290633666,1.552440367370571e-07,155.24403673705712,0.0631692978360467
35.51388691030718,0.08629092903616513,0.009954330070915927,9.954330070915926,0.04430182441495108,1.5564744263589744e-07,155.64744263589745,0.06240772338774835
35.97052367946367,0.08463181166903937,0.009980129630494975,9.980129630494975,0.04391151310766827,1.5605084853473778e-07,156.05084853473778,0.06165174866498918
36.42716044862016,0.08298049950651437,0.010005929190074023,10.005929190074022,0.04352179782984125,1.5645425443357811e-07,156.45425443357811,0.06090132768535953
36.88379721777665,0.08133695752307507,0.01003172874965307,10.031728749653071,0.04313267740607028,1.5685766033241845e-07,156.85766033241845,0.060156414607303
37.34043398693315,0.07970115230070247,0.010057528309232119,10.057528309232119,0.042744150645722,1.5726106623125878e-07,157.26106623125878,0.059416963747560655
37.79707075608964,0.0780730521295567,0.010083327868811165,10.083327868811164,0.04235621634874671,1.5766447213009915e-07,157.66447213009914,0.058682929598619364
38.25370752524613,0.07645262712061589,0.010109127428390213,10.109127428390213,0.041968873311807785,1.5806787802893948e-07,158.06787802893948,0.05795426684617923
38.71034429440262,0.07483984933184633,0.010134926987969261,10.13492698796926,0.04158212033474032,1.5847128392777981e-07,158.4712839277798,0.057230930386655506
39.16698106355911,0.07323469290972712,0.010160726547548309,10.16072654754831,0.041195956227354745,1.5887468982662015e-07,158.87468982662014,0.05651287534473331
39.62361783271561,0.07163713424823613,0.010186526107127357,10.186526107127357,0.04081037981660476,1.5927809572546048e-07,159.27809572546047,0.05580005709099348
40.0802546018721,0.07004715216774236,0.010212325666706405,10.212325666706406,0.0404253899541383,1.5968150162430082e-07,159.6815016243008,0.05509243125963008
40.53689137102859,0.06846472811665012,0.010238125226285453,10.238125226285453,0.04004098552425293,1.6008490752314115e-07,160.08490752314114,0.05438995376628171
40.99352814018508,0.06688984639911139,0.010263924785864501,10.263924785864502,0.03965716545227762,1.6048831342198152e-07,160.4883134219815,0.053692580826000355
41.450164909341574,0.06532249443268896,0.010289724345443549,10.289724345443549,0.03927392871340553,1.6089171932082185e-07,160.89171932082186,0.05300026897138411
41.90680167849807,0.06376266304052391,0.010315523905022595,10.315523905022594,0.038891274342002874,1.6129512521966219e-07,161.2951252196622,0.05231297507090051
42.36343844765456,0.06221034678336912,0.010341323464601643,10.341323464601643,0.038509201441421906,1.6169853111850252e-07,161.69853111850253,0.05163065634743188
42.82007521681105,0.060665544337815146,0.010367123024180691,10.36712302418069,0.03812770919434794,1.6210193701734286e-07,162.10193701734286,0.050953270397073876
43.27671198596754,0.05912825892821115,0.010392922583759739,10.39292258375974,0.03774679687371179,1.6250534291618322e-07,162.50534291618322,0.05028077520822299
43.733348755124034,0.05759849882119186,0.010418722143338787,10.418722143338787,0.037366463854202545,1.6290874881502355e-07,162.90874881502356,0.049613129180990354
44.18998552428053,0.05607627789344852,0.010444521702917835,10.444521702917836,0.03698670962441727,1.6331215471386389e-07,163.3121547138639,0.04895029114698232
44.64662229343702,0.0545616162854803,0.010470321262496883,10.470321262496883,0.03660753379968771,1.6371556061270422e-07,163.71556061270422,0.04829222038949202
45.10325906259351,0.053054541156640156,0.01049612082207593,10.496120822075929,0.03622893613562664,1.6411896651154456e-07,164.11896651154456,0.047638876664149093
45.55989583175,0.0515550875599592,0.010521920381654977,10.521920381654978,0.035850916542440305,1.645223724103849e-07,164.5223724103849,0.046990220220078226
46.016532600906494,0.050063299459156385,0.010547719941234025,10.547719941234025,0.03547347510005678,1.6492577830922523e-07,164.92577830922522,0.046346211821622255
46.47316937006299,0.048579230915113764,0.010573519500813073,10.573519500813074,0.03509661207412388,1.6532918420806556e-07,165.32918420806556,0.04570681277068862
46.92980613921948,0.047102947475180554,0.010599319060392121,10.599319060392121,0.03472032793293513,1.6573259010690592e-07,165.73259010690592,0.045071984929783905
47.38644290837597,0.04563452780630536,0.01062511861997117,10.62511861997117,0.034344623365346126,1.6613599600574626e-07,166.13599600574625,0.04444169074580572
47.84307967753246,0.0441740656226238,0.010650918179550217,10.650918179550217,0.03396949929974965,1.665394019045866e-07,166.53940190458658,0.043815893274666555
48.299716446688954,0.04272167197034511,0.010676717739129264,10.676717739129263,0.03359495692418265,1.6694280780342693e-07,166.94280780342692,0.04319455620683173
48.75635321584545,0.041277477948354804,0.010702517298708311,10.702517298708312,0.03322099770764479,1.6734621370226726e-07,167.34621370226725,0.042577643893858215
49.21298998500194,0.03984163796292947,0.01072831685828736,10.728316858287359,0.03284762342271475,1.6774961960110762e-07,167.7496196011076,0.04196512137603034
49.66962675415843,0.038414333640746166,0.010754116417866407,10.754116417866408,0.032474836169557306,1.6815302549994796e-07,168.15302549994794,0.04135695441119509
50.12626352331492,0.03699577855783967,0.010779915977445455,10.779915977445455,0.03210263840142293,1.685564313987883e-07,168.5564313987883,0.04075310950490828
50.582900292471415,0.03558622398590063,0.010805715537024503,10.805715537024504,0.031731032951749186,1.6895983729762863e-07,168.95983729762864,0.040153553942014024
51.039537061627904,0.034185965914824326,0.010831515096603551,10.831515096603551,0.031360023062983654,1.6936324319646896e-07,169.36324319646897,0.039558255819787974
51.4961738307844,0.03279535368655084,0.0108573146561826,10.857314656182599,0.030989612417257624,1.697666490953093e-07,169.7666490953093,0.03896718408278782
51.95281059994089,0.03141480067666876,0.010883114215761647,10.883114215761648,0.030619805169051786,1.7017005499414963e-07,170.17005499414964,0.03838030855956656
52.40944736909738,0.03004479759628077,0.010908913775340694,10.908913775340693,0.030250605980006604,1.7057346089298997e-07,170.57346089298997,0.03779760000141704
52.866084138253875,0.028685929170196262,0.010934713334919742,10.934713334919742,0.029882020056044532,1.7097686679183033e-07,170.97686679183033,0.037219030123332345
53.322720907410364,0.02733889519672145,0.01096051289449879,10.96051289449879,0.02951405318698582,1.7138027269067066e-07,171.38027269067067,0.03664457164738226
53.77935767656686,0.026004537334411347,0.010986312454077838,10.986312454077838,0.02914671178885532,1.71783678589511e-07,171.783678589511,0.0360741983487235
54.23599444572335,0.02468387342723701,0.011012112013656886,11.012112013656886,0.028780002949096467,1.7218708448835133e-07,172.18708448835133,0.03550788510448338
54.69263121487984,0.023378141819962832,0.011037911573235934,11.037911573235933,0.028413934474927936,1.7259049038719167e-07,172.59049038719166,0.034945607945775316
55.149267984036335,0.022088858995034516,0.011063711132814982,11.063711132814982,0.028048514945099773,1.7299389628603203e-07,172.99389628603203,0.034387344113131275
55.605904753192824,0.02081789506470148,0.011089510692394028,11.089510692394027,0.027683753765330065,1.7339730218487236e-07,173.39730218487236,0.03383307211566105
56.06254152234932,0.019567573276560644,0.011115310251973076,11.115310251973076,0.027319661227728834,1.738007080837127e-07,173.8007080837127,0.03328277179427749
56.51917829150581,0.0183408018321421,0.011141109811552124,11.141109811552123,0.02695624857454496,1.7420411398255303e-07,174.20411398255303,0.032736424389359656
56.9758150606623,0.017141249006777107,0.011166909371131172,11.166909371131172,0.026593528066603107,1.7460751988139337e-07,174.60751988139336,0.032194012613260194
57.432451829818795,0.015973575603710925,0.01119270893071022,11.19270893071022,0.026231513056833074,1.750109257802337e-07,175.0109257802337,0.03165552072810268
57.889088598975285,0.014843741395043828,0.011218508490289268,11.218508490289269,0.025870218069331385,1.7541433167907404e-07,175.41433167907402,0.031120934629357187
58.34572536813178,0.013759402220288323,0.011244308049868316,11.244308049868316,0.025509658884438097,1.7581773757791437e-07,175.8177375779144,0.030590241935730605
58.80236213728827,0.012730406656412679,0.011270107609447362,11.270107609447361,0.02514985263035769,1.7622114347675473e-07,176.22114347675475,0.030063432085959105
59.25899890644476,0.011769374742140681,0.01129590716902641,11.29590716902641,0.024790817881904088,1.7662454937559507e-07,176.62454937559508,0.029540496443149204
59.715635675601256,0.010892276369816985,0.011321706728605458,11.321706728605458,0.02443257476700691,1.770279552744354e-07,177.0279552744354,0.029021428407376485
60.172272444757745,0.010118796608492188,0.011347506288184506,11.347506288184507,0.024075145081677116,1.7743136117327574e-07,177.43136117327575,0.028506223537322253
