Resistance,Frequency_Hz,Vs_Vpp_Run1,VR_Vpp_Run1,Gain_Run1,Run_Run1,Vs_Vpp_Run2,VR_Vpp_Run2,Gain_Run2,Run_Run2,Gain_Diff,Abs_Gain_Diff,Relative_Gain_Diff_Percent,Vs_Diff,VR_Diff,Suspicious
100,5000,1.78,0.632,0.3550561797752809,1,1.78,0.636,0.35730337078651686,2,0.0022471910112359383,0.0022471910112359383,0.6329113924050586,0.0,0.0040000000000000036,False
150,1000,2.02,0.44,0.21782178217821782,1,2.02,0.44,0.21782178217821782,2,0.0,0.0,0.0,0.0,0.0,False
150,1500,1.94,0.648,0.33402061855670107,1,1.94,0.604,0.311340206185567,2,-0.02268041237113405,0.02268041237113405,6.790123456790132,0.0,-0.04400000000000004,False
150,2000,1.82,0.864,0.4747252747252747,1,1.82,0.86,0.4725274725274725,2,-0.00219780219780219,0.00219780219780219,0.46296296296296136,0.0,-0.0040000000000000036,False
150,2300,1.72,0.976,0.5674418604651162,1,1.74,0.976,0.560919540229885,2,-0.006522320235231249,0.006522320235231249,1.1494252873563269,0.020000000000000018,0.0,False
150,2500,1.66,1.04,0.6265060240963856,1,1.66,1.04,0.6265060240963856,2,0.0,0.0,0.0,0.0,0.0,False
150,2600,1.66,1.07,0.6445783132530121,1,1.66,1.07,0.6445783132530121,2,0.0,0.0,0.0,0.0,0.0,False
150,2700,1.64,1.09,0.6646341463414634,1,1.64,1.095,0.6676829268292683,2,0.0030487804878048808,0.0030487804878048808,0.4587155963302756,0.0,0.004999999999999893,False
150,2800,1.62,1.1,0.6790123456790124,1,1.62,1.1,0.6790123456790124,2,0.0,0.0,0.0,0.0,0.0,False
150,2850,1.61,1.1,0.6832298136645963,1,1.62,1.115,0.6882716049382716,2,0.005041791273675211,0.005041791273675211,0.7379349046015535,0.010000000000000009,0.014999999999999902,False
150,2900,1.61,1.1,0.6832298136645963,1,1.61,1.12,0.6956521739130435,2,0.012422360248447117,0.012422360248447117,1.8181818181818052,0.0,0.020000000000000018,False
150,2950,1.6,1.11,0.69375,1,1.59,1.12,0.7044025157232705,2,0.010652515723270528,0.010652515723270528,1.535497761912869,-0.010000000000000009,0.010000000000000009,False
150,3000,1.6,1.12,0.7000000000000001,1,1.59,1.125,0.7075471698113207,2,0.007547169811320642,0.007547169811320642,1.0781671159029487,-0.010000000000000009,0.004999999999999893,False
150,3025,1.6,1.12,0.7000000000000001,1,1.58,1.125,0.7120253164556962,2,0.012025316455696156,0.012025316455696156,1.7179023508137363,-0.020000000000000018,0.004999999999999893,False
150,3050,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3075,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3100,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3125,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3150,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3175,1.59,1.12,0.7044025157232705,1,1.58,1.13,0.7151898734177214,2,0.010787357694450939,0.010787357694450939,1.5314195298372313,-0.010000000000000009,0.009999999999999787,False
150,3200,1.6,1.12,0.7000000000000001,1,1.58,1.13,0.7151898734177214,2,0.015189873417721378,0.015189873417721378,2.1699819168173393,-0.020000000000000018,0.009999999999999787,False
150,3225,1.6,1.12,0.7000000000000001,1,1.58,1.13,0.7151898734177214,2,0.015189873417721378,0.015189873417721378,2.1699819168173393,-0.020000000000000018,0.009999999999999787,False
150,3250,1.6,1.11,0.69375,1,1.58,1.125,0.7120253164556962,2,0.018275316455696244,0.018275316455696244,2.634279849469729,-0.020000000000000018,0.014999999999999902,False
150,3275,1.6,1.11,0.69375,1,1.58,1.12,0.7088607594936709,2,0.015110759493670911,0.015110759493670911,2.1781274945831943,-0.020000000000000018,0.010000000000000009,False
150,3300,1.6,1.11,0.69375,1,1.58,1.12,0.7088607594936709,2,0.015110759493670911,0.015110759493670911,2.1781274945831943,-0.020000000000000018,0.010000000000000009,False
150,3325,1.6,1.11,0.69375,1,1.58,1.12,0.7088607594936709,2,0.015110759493670911,0.015110759493670911,2.1781274945831943,-0.020000000000000018,0.010000000000000009,False
150,3350,1.6,1.11,0.69375,1,1.58,1.12,0.7088607594936709,2,0.015110759493670911,0.015110759493670911,2.1781274945831943,-0.020000000000000018,0.010000000000000009,False
150,3375,1.61,1.105,0.686335403726708,1,1.58,1.12,0.7088607594936709,2,0.022525355766962907,0.022525355766962907,3.2819749126525144,-0.030000000000000027,0.015000000000000124,False
150,3400,1.61,1.1,0.6832298136645963,1,1.58,1.12,0.7088607594936709,2,0.025630945829074547,0.025630945829074547,3.7514384349827288,-0.030000000000000027,0.020000000000000018,False
150,3450,1.62,1.09,0.6728395061728395,1,1.58,1.11,0.7025316455696203,2,0.029692139396780837,0.029692139396780837,4.412960167227977,-0.040000000000000036,0.020000000000000018,False
150,3500,1.62,1.08,0.6666666666666666,1,1.59,1.1,0.6918238993710693,2,0.02515723270440262,0.02515723270440262,3.7735849056603934,-0.030000000000000027,0.020000000000000018,False
150,3600,1.62,1.07,0.6604938271604939,1,1.62,1.095,0.6759259259259258,2,0.015432098765431945,0.015432098765431945,2.3364485981308176,0.0,0.02499999999999991,False
150,3800,1.66,1.04,0.6265060240963856,1,1.63,1.065,0.6533742331288344,2,0.026868209032448798,0.026868209032448798,4.288579518640866,-0.030000000000000027,0.02499999999999991,False
150,4000,1.66,1.0,0.6024096385542169,1,1.66,1.025,0.6174698795180723,2,0.015060240963855387,0.015060240963855387,2.4999999999999942,0.0,0.02499999999999991,False
150,4500,1.74,0.896,0.5149425287356322,1,1.71,0.92,0.5380116959064328,2,0.023069167170800653,0.023069167170800653,4.479949874686734,-0.030000000000000027,0.02400000000000002,False
