R_hidden_Ohm,RMSE_R_hidden,L_H,L_mH,RMSE_L,C_F,C_nF,RMSE_C
0.0,0.06695361722906815,0.005,5.0,0.029419749420049896,1e-07,100.0,0.15873533910044121
0.40080160320641284,0.06615134476163981,0.005030060120240481,5.030060120240481,0.029238337105147862,1.0060120240480961e-07,100.60120240480961,0.15685542838266384
0.8016032064128257,0.06535048521859625,0.005060120240480962,5.060120240480962,0.029057665860946866,1.0120240480961923e-07,101.20240480961922,0.15499948822557993
1.2024048096192386,0.06455103827937426,0.005090180360721443,5.090180360721443,0.028877732171945145,1.0180360721442886e-07,101.80360721442887,0.15316720569812897
1.6032064128256514,0.06375300377190128,0.005120240480961924,5.1202404809619235,0.02869853248004356,1.0240480961923848e-07,102.40480961923848,0.1513582701053907
2.0040080160320644,0.06295638168064603,0.005150300601202405,5.150300601202405,0.02852006318500848,1.0300601202404809e-07,103.00601202404809,0.14957237305478713
2.404809619238477,0.062161172155243846,0.005180360721442886,5.180360721442885,0.028342320644954285,1.0360721442885771e-07,103.6072144288577,0.1478092085183733
2.80561122244489,0.06136737551974688,0.0052104208416833666,5.210420841683367,0.028165301176846447,1.0420841683366733e-07,104.20841683366733,0.1460684728913215
3.2064128256513027,0.060574992282551796,0.0052404809619238475,5.240480961923847,0.027989001057025176,1.0480961923847696e-07,104.80961923847696,0.14434986504670638
3.6072144288577155,0.05978402314706135,0.005270541082164328,5.270541082164328,0.027813416521749953,1.0541082164328657e-07,105.41082164328657,0.142653086386695
4.008016032064129,0.05899446902314653,0.005300601202404809,5.30060120240481,0.027638543767765957,1.0601202404809619e-07,106.0120240480962,0.14097784089024715
4.408817635270541,0.05820633103947578,0.005330661322645291,5.330661322645291,0.02746437895289198,1.066132264529058e-07,106.6132264529058,0.13932383515743096
4.809619238476954,0.05741961055679253,0.005360721442885772,5.360721442885772,0.027290918196630994,1.0721442885771542e-07,107.21442885771542,0.13769077845045619
5.210420841683367,0.05663430918222214,0.005390781563126253,5.390781563126253,0.027118157580803215,1.0781563126252505e-07,107.81563126252506,0.1360783827315285
5.61122244488978,0.05585042878470553,0.005420841683366734,5.420841683366734,0.026946093150202497,1.0841683366733467e-07,108.41683366733467,0.1344863626976256
6.012024048096192,0.05506797151166209,0.005450901803607215,5.4509018036072145,0.026774720913276318,1.0901803607214429e-07,109.01803607214428,0.13291443581229576
6.412825651302605,0.054286939806995484,0.005480961923847696,5.480961923847696,0.026604036842830074,1.096192384769539e-07,109.6192384769539,0.13136232233457826
6.813627254509019,0.05350733643057276,0.005511022044088177,5.511022044088176,0.026434036876755676,1.1022044088176352e-07,110.22044088176352,0.1298297453451422
7.214428857715431,0.05272916447931459,0.005541082164328658,5.541082164328658,0.02626471691878545,1.1082164328657314e-07,110.82164328657313,0.1283164307697408
7.615230460921844,0.051952427410056026,0.0055711422845691385,5.571142284569138,0.02609607283927163,1.1142284569138275e-07,111.42284569138275,0.12682210740007616
8.016032064128257,0.05117712906435167,0.005601202404809619,5.601202404809619,0.025928100475991863,1.1202404809619238e-07,112.02404809619239,0.12534650691216598
8.41683366733467,0.050403273695417715,0.0056312625250501,5.631262525050101,0.02576079563498154,1.12625250501002e-07,112.625250501002,0.12388936388230593
8.817635270541082,0.04963086599743132,0.005661322645290581,5.661322645290581,0.025594154091393154,1.1322645290581162e-07,113.22645290581161,0.1224504158007152
9.218436873747494,0.04885991113742494,0.005691382765531062,5.6913827655310625,0.025428171590383578,1.1382765531062123e-07,113.82765531062124,0.12102940308295466
9.619238476953909,0.04809041479005096,0.005721442885771543,5.721442885771543,0.025262843848029754,1.1442885771543085e-07,114.42885771543085,0.11962606907920421
10.02004008016032,0.04732238317551554,0.005751503006012024,5.751503006012024,0.025098166552273187,1.1503006012024048e-07,115.03006012024048,0.11824016008148128
10.420841683366733,0.046555823101025615,0.005781563126252505,5.781563126252505,0.02493413536389423,1.156312625250501e-07,115.63126252505009,0.11687142532888689
10.821643286573147,0.04579074200613022,0.005811623246492986,5.811623246492986,0.02477074591751646,1.1623246492985971e-07,116.23246492985972,0.11551961701095614
11.22244488977956,0.04502714801238528,0.005841683366733467,5.841683366733466,0.024607993822642345,1.1683366733466933e-07,116.83366733466933,0.11418449026919493
11.623246492985972,0.04426504997783099,0.005871743486973948,5.871743486973948,0.02444587466472007,1.1743486973947895e-07,117.43486973947894,0.11286580319687828
12.024048096192384,0.04350445755682589,0.005901803607214429,5.901803607214429,0.024284384006242984,1.1803607214428858e-07,118.03607214428858,0.11156331683718591
12.424849699398798,0.042745381265861894,0.00593186372745491,5.9318637274549095,0.024123517387882286,1.186372745490982e-07,118.6372745490982,0.11027679517974844
12.82565130260521,0.041987832556062206,0.0059619238476953905,5.961923847695391,0.02396327032965326,1.192384769539078e-07,119.2384769539078,0.10900600515567498
13.226452905811623,0.041231823893159894,0.005991983967935871,5.991983967935871,0.023803638332116638,1.1983967935871744e-07,119.83967935871745,0.10775071663113223
13.627254509018037,0.04047736884586971,0.006022044088176352,6.022044088176353,0.023644616877614988,1.2044088176352704e-07,120.44088176352705,0.10651070239954248
14.02805611222445,0.03972448218368551,0.006052104208416833,6.052104208416833,0.023486201431546172,1.2104208416833667e-07,121.04208416833667,0.10528573817246553
14.428857715430862,0.03897317998529213,0.006082164328657314,6.082164328657314,0.023328387443673493,1.2164328657314628e-07,121.64328657314628,0.10407560256923003
14.829659318637274,0.03822347975894408,0.006112224448897795,6.112224448897795,0.023171170349474655,1.222444889779559e-07,122.24448897795591,0.1028800771053743
15.230460921843688,0.03747540057636917,0.006142284569138277,6.142284569138277,0.023014545571529543,1.228456913827655e-07,122.84569138276551,0.10169894617995874
15.6312625250501,0.03672896322198616,0.006172344689378758,6.1723446893787575,0.02285850852094889,1.2344689378757514e-07,123.44689378757514,0.10053199706180659
16.032064128256515,0.03598419035949695,0.006202404809619239,6.202404809619239,0.022703054598843735,1.2404809619238477e-07,124.04809619238478,0.09937901987473155
16.432865731462925,0.03524110671823853,0.00623246492985972,6.232464929859719,0.022548179197837814,1.2464929859719437e-07,124.64929859719437,0.09823980758180562
16.83366733466934,0.03449973930205052,0.006262525050100201,6.2625250501002006,0.022393877703623437,1.25250501002004e-07,125.250501002004,0.09711415596872092
17.234468937875754,0.033760117623864216,0.0062925851703406815,6.292585170340682,0.02224014549656262,1.2585170340681363e-07,125.85170340681364,0.09600186362629803
17.635270541082164,0.03302227396973955,0.006322645290581162,6.322645290581162,0.022086977953333815,1.2645290581162324e-07,126.45290581162324,0.09490273193218915
18.03607214428858,0.03228624369670013,0.006352705410821643,6.352705410821644,0.021934370448627016,1.2705410821643287e-07,127.05410821643287,0.09381656503182535
18.43687374749499,0.031552065569459053,0.006382765531062124,6.382765531062124,0.021782318356887185,1.2765531062124247e-07,127.65531062124248,0.0927431698186547
18.837675350701403,0.030819782142006844,0.006412825651302605,6.412825651302605,0.021630817054108374,1.282565130260521e-07,128.2565130260521,0.0916823559137158
19.238476953907817,0.03008944019109233,0.006442885771543086,6.442885771543086,0.021479861919680106,1.288577154308617e-07,128.8577154308617,0.09063393564459071
19.639278557114228,0.029361091209892522,0.006472945891783567,6.472945891783567,0.021329448338286785,1.2945891783567134e-07,129.45891783567134,0.08959772402377914
20.04008016032064,0.02863479197169055,0.006503006012024048,6.503006012024048,0.021179571701863107,1.3006012024048097e-07,130.06012024048096,0.08857353872653526
20.440881763527056,0.027910605175227397,0.006533066132264529,6.533066132264529,0.02103022741160612,1.3066132264529057e-07,130.66132264529057,0.08756120006820499
20.841683366733466,0.027188600185614326,0.00656312625250501,6.56312625250501,0.020881410880046292,1.312625250501002e-07,131.2625250501002,0.08656053098110275
21.24248496993988,0.026468853887413,0.006593186372745491,6.593186372745491,0.020733117533179937,1.3186372745490983e-07,131.86372745490982,0.08557135699096388
21.643286573146295,0.02575145166978587,0.006623246492985972,6.623246492985972,0.020585342812664068,1.3246492985971943e-07,132.46492985971943,0.08459350619300728
22.044088176352705,0.0250364885676714,0.006653306613226453,6.6533066132264524,0.020438082178076886,1.3306613226452906e-07,133.06613226452907,0.08362680922764261
22.44488977955912,0.02432407058789614,0.006683366733466934,6.683366733466935,0.020291331109245424,1.3366733466933867e-07,133.66733466933866,0.08267109925585471
22.845691382765533,0.02361431625525352,0.006713426853707415,6.713426853707415,0.02014508510864314,1.342685370741483e-07,134.2685370741483,0.08172621193429601
23.246492985971944,0.02290735842113819,0.006743486973947896,6.743486973947896,0.019999339703859975,1.348697394789579e-07,134.8697394789579,0.08079198539011771
23.647294589178358,0.022203346386689547,0.006773547094188377,6.773547094188377,0.019854090450146997,1.3547094188376753e-07,135.47094188376752,0.07986826019556796
24.04809619238477,0.021502448404058738,0.006803607214428858,6.803607214428858,0.019709332933039374,1.3607214428857716e-07,136.07214428857716,0.07895487934238586
24.448897795591183,0.020804854633945553,0.006833667334669339,6.833667334669339,0.019565062771059454,1.3667334669338676e-07,136.67334669338678,0.07805168821601706
24.849699398797597,0.020110780655736366,0.00686372745490982,6.86372745490982,0.019421275618504017,1.372745490981964e-07,137.2745490981964,0.07715853456967724
25.250501002004007,0.019420471649362173,0.006893787575150301,6.8937875751503,0.019277967168318148,1.3787575150300602e-07,137.87575150300603,0.07627526849828804
25.65130260521042,0.01873420739660792,0.006923847695390782,6.923847695390782,0.01913513315505988,1.3847695390781563e-07,138.4769539078156,0.07540174241230908
26.052104208416836,0.018052308285560474,0.006953907815631263,6.953907815631263,0.01899276935795832,1.3907815631262523e-07,139.07815631262523,0.07453781101148854
26.452905811623246,0.017375142547050967,0.006983967935871744,6.9839679358717435,0.0188508716040698,1.3967935871743486e-07,139.67935871743487,0.07368333125855452
26.85370741482966,0.016703135008598168,0.0070140280561122245,7.014028056112225,0.018709435771535565,1.402805611222445e-07,140.28056112224448,0.07283816235286784
27.254509018036075,0.016036777722124525,0.0070440881763527054,7.044088176352705,0.018568457792945376,1.408817635270541e-07,140.8817635270541,0.07200216570405606
